,instrument,instrument_family,instrument_source,note,pitch,qualities,velocity
mallet_acoustic_047-099-050,488,5,0,131993,99,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
brass_acoustic_006-044-127,43,1,0,40045,44,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_electronic_001-045-127,40,4,1,198587,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_015-105-025,316,3,0,58812,105,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",25
brass_acoustic_046-090-025,414,1,0,48807,90,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
organ_electronic_001-040-127,8,6,1,257537,40,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-030-050,701,6,1,296235,30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_068-044-100,656,0,2,191727,44,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_synthetic_000-041-050,577,4,2,221945,41,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50
keyboard_synthetic_000-066-075,577,4,2,267454,66,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",75
organ_electronic_057-075-050,701,6,1,267828,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_016-080-100,128,1,0,60852,80,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_016-070-050,128,1,0,91390,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
string_acoustic_014-061-050,100,8,0,44752,61,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",50
organ_electronic_113-053-075,958,6,1,230638,53,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_062-022-050,644,5,0,145096,22,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",50
bass_synthetic_098-070-025,803,0,2,175620,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_098-031-100,803,0,2,281233,31,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_135-107-075,927,0,2,238760,107,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_028-063-127,440,6,1,46531,63,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_034-094-075,420,0,2,171204,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",75
keyboard_electronic_078-054-050,838,4,1,263729,54,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_056-098-075,590,5,0,148037,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-030-025,656,0,2,220071,30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_030-069-025,642,3,0,32761,69,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",25
bass_synthetic_134-040-075,914,0,2,228399,40,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_acoustic_004-061-100,327,4,0,129014,61,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_synthetic_068-092-100,656,0,2,157415,92,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
string_acoustic_071-040-050,609,8,0,38811,40,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
guitar_acoustic_021-104-025,457,3,0,150910,104,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
guitar_acoustic_015-093-075,316,3,0,2549,93,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
keyboard_electronic_078-048-025,838,4,1,303786,48,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_007-018-050,123,6,1,54964,18,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
bass_synthetic_033-053-127,417,0,2,253998,53,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-074-075,914,0,2,274418,74,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",75
keyboard_synthetic_000-057-050,577,4,2,111564,57,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50
guitar_acoustic_010-028-075,219,3,0,123440,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_134-054-025,914,0,2,267814,54,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_028-105-075,440,6,1,283492,105,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_104-027-025,921,6,1,223890,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_098-104-050,905,4,1,221055,104,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
string_acoustic_012-035-100,97,8,0,40434,35,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
guitar_acoustic_010-100-127,219,3,0,52262,100,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_022-037-127,378,3,1,197330,37,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_037-054-100,387,7,0,50233,54,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
organ_electronic_007-073-050,123,6,1,107193,73,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
guitar_acoustic_021-095-127,457,3,0,52251,95,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
string_acoustic_056-051-050,436,8,0,2444,51,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",50
flute_synthetic_000-068-127,82,2,2,132672,68,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_068-100-100,656,0,2,240919,100,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
guitar_acoustic_021-059-127,457,3,0,113045,59,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_012-029-100,97,8,0,87798,29,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
keyboard_synthetic_000-022-127,577,4,2,296143,22,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",127
brass_acoustic_046-082-100,414,1,0,54602,82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_010-091-075,219,3,0,94524,91,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_007-026-127,123,6,1,218009,26,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
string_acoustic_014-027-127,100,8,0,40810,27,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",127
guitar_acoustic_014-049-075,263,3,0,190166,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_057-072-025,450,8,0,4419,72,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",25
bass_synthetic_009-014-075,150,0,2,284284,14,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
bass_synthetic_098-088-075,803,0,2,19143,88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
vocal_acoustic_000-050-100,46,10,0,2693,50,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
organ_electronic_057-076-050,701,6,1,223999,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_001-035-075,40,4,1,170807,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_037-031-025,387,7,0,33229,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
vocal_synthetic_003-038-050,37,10,2,1901,38,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
bass_synthetic_098-098-050,803,0,2,227365,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_062-102-050,644,5,0,57289,102,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",50
keyboard_electronic_001-089-050,40,4,1,226673,89,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",50
organ_electronic_007-027-127,123,6,1,229542,27,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
guitar_electronic_022-055-127,378,3,1,130995,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_007-011-075,123,6,1,51985,11,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
organ_electronic_028-064-100,440,6,1,206443,64,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-083-075,123,6,1,305774,83,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
keyboard_synthetic_000-060-127,577,4,2,290440,60,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",127
brass_acoustic_059-038-050,572,1,0,84889,38,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_electronic_028-106-100,510,3,1,185132,106,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_012-038-075,97,8,0,106102,38,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
keyboard_electronic_098-031-025,905,4,1,161813,31,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_068-058-100,656,0,2,172387,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_014-034-075,100,8,0,1449,34,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_electronic_022-036-075,378,3,1,168675,36,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_057-065-075,450,8,0,117910,65,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",75
guitar_acoustic_010-023-100,219,3,0,172601,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_037-072-127,387,7,0,106533,72,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_electronic_098-060-050,905,4,1,259034,60,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
flute_synthetic_000-103-050,82,2,2,134951,103,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_002-103-100,50,4,1,283593,103,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
keyboard_electronic_001-026-025,40,4,1,114388,26,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",25
organ_electronic_028-039-100,440,6,1,273725,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_014-048-075,263,3,0,121309,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-097-127,488,5,0,52774,97,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
organ_electronic_028-057-100,440,6,1,292123,57,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_015-101-100,316,3,0,67283,101,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
organ_electronic_104-083-025,921,6,1,228186,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-108-025,82,2,2,69911,108,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_028-069-050,510,3,1,173299,69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
vocal_synthetic_003-107-127,37,10,2,9082,107,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
organ_electronic_113-065-025,958,6,1,304706,65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_015-106-075,316,3,0,46250,106,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
brass_acoustic_046-092-025,414,1,0,80205,92,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
flute_acoustic_002-097-127,86,2,0,124383,97,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
bass_electronic_018-044-050,759,0,1,224187,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_062-107-075,644,5,0,87881,107,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",75
bass_electronic_025-063-050,872,0,1,242233,63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
reed_acoustic_011-066-075,104,7,0,57577,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_electronic_018-037-075,759,0,1,200577,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_electronic_018-041-075,759,0,1,209521,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_030-065-050,642,3,0,143378,65,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",50
string_acoustic_057-070-127,450,8,0,45746,70,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",127
reed_acoustic_018-067-075,183,7,0,44574,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_007-086-050,123,6,1,279179,86,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",50
reed_acoustic_037-061-050,387,7,0,45222,61,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
bass_synthetic_135-023-127,927,0,2,148549,23,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_068-032-025,656,0,2,209152,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_113-077-100,958,6,1,155977,77,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_011-038-025,104,7,0,111943,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_034-106-075,420,0,2,26567,106,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",75
organ_electronic_113-054-100,958,6,1,216666,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_acoustic_004-098-025,327,4,0,254808,98,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
flute_acoustic_002-078-127,86,2,0,10429,78,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
organ_electronic_007-087-025,123,6,1,279275,87,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",25
keyboard_electronic_001-030-050,40,4,1,211640,30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_068-089-050,656,0,2,214383,89,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",50
vocal_synthetic_003-095-127,37,10,2,801,95,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
reed_acoustic_023-041-127,224,7,0,25740,41,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",127
reed_acoustic_018-064-075,183,7,0,121586,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_078-051-100,838,4,1,282196,51,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-061-025,65,4,1,172355,61,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-030-050,82,2,2,120028,30,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_098-051-050,905,4,1,153095,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_010-083-075,219,3,0,52805,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_synthetic_000-037-025,577,4,2,79933,37,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",25
guitar_electronic_022-044-025,378,3,1,299711,44,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-040-127,82,2,2,96829,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
flute_acoustic_002-094-025,86,2,0,126389,94,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
reed_acoustic_023-097-050,224,7,0,17483,97,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",50
reed_acoustic_011-051-127,104,7,0,127038,51,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-095-050,219,3,0,56390,95,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_007-074-127,123,6,1,117315,74,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
vocal_acoustic_000-066-050,46,10,0,47345,66,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
keyboard_electronic_003-086-050,65,4,1,204232,86,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_007-044-050,123,6,1,264510,44,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
mallet_acoustic_056-043-050,590,5,0,138817,43,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
bass_synthetic_033-055-100,417,0,2,76540,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_113-028-025,958,6,1,162183,28,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_010-044-025,219,3,0,161451,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_135-062-100,927,0,2,261855,62,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_057-053-127,701,6,1,286631,53,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_synthetic_000-067-025,577,4,2,297613,67,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",25
mallet_acoustic_056-107-025,590,5,0,86284,107,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_012-046-050,97,8,0,120280,46,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
string_acoustic_080-045-100,675,8,0,53659,45,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
mallet_acoustic_056-036-075,590,5,0,138626,36,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
mallet_acoustic_056-049-075,590,5,0,95024,49,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
keyboard_electronic_002-096-100,50,4,1,269384,96,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
brass_acoustic_015-058-075,121,1,0,41639,58,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
flute_synthetic_000-051-025,82,2,2,26360,51,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
vocal_synthetic_003-076-050,37,10,2,55647,76,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
brass_acoustic_015-069-025,121,1,0,20597,69,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_098-021-025,905,4,1,287551,21,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_069-046-100,805,4,1,242288,46,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_023-044-050,224,7,0,125670,44,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
organ_electronic_007-056-025,123,6,1,250849,56,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
vocal_acoustic_000-070-025,46,10,0,12267,70,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
guitar_acoustic_010-054-075,219,3,0,184500,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_104-066-050,921,6,1,96339,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-108-025,440,6,1,227865,108,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_135-037-025,927,0,2,268073,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_021-034-025,457,3,0,69433,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_001-078-025,8,6,1,304152,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_034-049-025,420,0,2,276710,49,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",25
reed_acoustic_023-070-100,224,7,0,1670,70,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100
bass_synthetic_098-067-075,803,0,2,214345,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_001-064-025,40,4,1,290153,64,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_acoustic_004-062-050,327,4,0,154519,62,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_electronic_022-045-025,378,3,1,295575,45,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_electronic_022-062-025,378,3,1,253636,62,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_033-099-100,417,0,2,276217,99,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_014-064-100,100,8,0,115098,64,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
keyboard_electronic_069-040-025,805,4,1,123002,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_006-087-127,43,1,0,65881,87,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
keyboard_electronic_098-033-075,905,4,1,291961,33,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_037-060-025,387,7,0,5192,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_007-076-050,123,6,1,304896,76,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
bass_electronic_027-063-075,880,0,1,181271,63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_018-061-127,183,7,0,85479,61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_046-094-050,414,1,0,56148,94,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",50
guitar_acoustic_030-053-025,642,3,0,31109,53,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",25
guitar_acoustic_015-043-025,316,3,0,85113,43,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_135-052-025,927,0,2,274513,52,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_098-060-127,905,4,1,75006,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_015-051-050,316,3,0,146677,51,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
string_acoustic_071-051-075,609,8,0,119702,51,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_electronic_002-077-100,50,4,1,299347,77,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",100
vocal_acoustic_000-067-025,46,10,0,58381,67,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_001-097-050,40,4,1,82777,97,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",50
guitar_acoustic_021-079-075,457,3,0,85012,79,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-056-100,457,3,0,128635,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
flute_synthetic_000-087-127,82,2,2,99149,87,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_069-048-100,805,4,1,40858,48,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_062-095-100,644,5,0,3746,95,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",100
bass_synthetic_135-061-100,927,0,2,205483,61,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_acoustic_004-050-050,327,4,0,39209,50,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
brass_acoustic_059-042-100,572,1,0,26565,42,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_electronic_025-060-025,872,0,1,242114,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_001-078-100,40,4,1,137251,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_014-034-050,100,8,0,122820,34,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
keyboard_electronic_001-089-075,40,4,1,72557,89,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",75
guitar_acoustic_015-022-100,316,3,0,27471,22,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
organ_electronic_007-069-025,123,6,1,273895,69,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
mallet_acoustic_062-088-025,644,5,0,50348,88,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",25
guitar_electronic_028-106-127,510,3,1,107051,106,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_022-054-075,378,3,1,270114,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-039-075,417,0,2,57709,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-073-050,488,5,0,75992,73,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
vocal_synthetic_003-075-075,37,10,2,40503,75,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
bass_synthetic_068-080-100,656,0,2,255489,80,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_033-047-127,417,0,2,255086,47,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_015-058-100,316,3,0,45435,58,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_acoustic_004-053-050,327,4,0,275812,53,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_electronic_028-093-075,510,3,1,13313,93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-103-075,82,2,2,4947,103,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-069-075,316,3,0,181054,69,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
organ_electronic_028-078-050,440,6,1,160806,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_135-085-050,927,0,2,237493,85,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-073-025,440,6,1,243615,73,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_134-107-050,914,0,2,20987,107,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
guitar_acoustic_015-081-100,316,3,0,115391,81,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
bass_synthetic_033-023-075,417,0,2,226840,23,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_009-050-075,150,0,2,222114,50,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
keyboard_electronic_001-062-025,40,4,1,145604,62,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_030-094-100,642,3,0,42505,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",100
mallet_acoustic_062-104-127,644,5,0,181678,104,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",127
keyboard_electronic_003-056-025,65,4,1,191742,56,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
